id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4
18,KK0021DS,Kolek,Eugenia spp,Pohon Muda,icon/young_tree.svg,Least Concern,29,15,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182442,101.0072487,236.2094082,"1,50",-,-,-,Andrio Saputra,10/2/21 12:18,50000,"1155,6",-,Chave et al. 2014,media/KamparK_3_18.jpg,media/KamparK_2_18.jpg,media/KamparK_1_18.jpg,media/KamparK_4_18.jpg
19,KK0022DS,Meranti Kapur,Dryobalanops camphora,Pohon Muda,icon/young_tree.svg,Critically Endangered,32,25,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.218458,101.0072805,229.5170717,"1,48",-,-,-,Andrio Saputra,10/2/21 13:00,50000,"2233,93",-,Chave et al. 2014,media/KamparK_3_19.jpg,media/KamparK_2_19.jpg,media/KamparK_1_19.jpg,media/KamparK_4_19.jpg
20,KK0024DS,Kempas,Koompassia malaccensis,Pohon Dewasa,icon/mature_tree.svg,Critically Endangered,52,40,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.218389,101.007326,269.9873327,"1,49",-,-,-,Andrio Saputra,10/2/21 13:14,200000,"11122,71",-,Chave et al. 2014,media/KamparK_3_20.jpg,media/KamparK_2_20.jpg,media/KamparK_1_20.jpg,media/KamparK_4_20.jpg
21,KK0025DS,Durian,Durio carinatus,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,57,28,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2186101,101.0075159,243.071022,"1,47",-,-,-,Andrio Saputra,10/2/21 13:23,200000,"5624,88",-,Chave et al. 2014,media/KamparK_3_21.jpg,media/KamparK_2_21.jpg,media/KamparK_1_21.jpg,media/KamparK_4_21.jpg
22,KK0026DS,Kolek,Eugenia spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,25,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2184739,101.0073999,282.3893105,"1,48",-,-,-,Andrio Saputra,10/2/21 13:32,200000,"3564,12",-,Chave et al. 2014,media/KamparK_3_22.jpg,media/KamparK_2_22.jpg,media/KamparK_1_22.jpg,media/KamparK_4_22.jpg
23,KK0027DS,Lalan,Santiria laevigata,Pohon Muda,icon/young_tree.svg,Least Concern,32,15,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2186007,101.0070315,223.9292218,"1,46",-,-,-,Andrio Saputra,10/2/21 13:37,50000,"1050,75",-,Chave et al. 2014,media/KamparK_3_23.jpg,media/KamparK_2_23.jpg,media/KamparK_1_23.jpg,media/KamparK_4_23.jpg
24,KK0028DS,Sendok Sendok,Endospermum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48,25,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2184413,101.0074795,280.3645236,"1,48",-,-,-,Andrio Saputra,10/2/21 13:42,200000,"2586,81",-,Chave et al. 2014,media/KamparK_3_24.jpg,media/KamparK_2_24.jpg,media/KamparK_1_24.jpg,media/KamparK_4_24.jpg
25,KK0029DS,Tulang Tiga,-,Pohon Dewasa,icon/mature_tree.svg,-,45,23,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2186504,101.0071914,274.590653,"1,46",-,-,-,Andrio Saputra,10/2/21 13:46,200000,"3932,63",-,Brown. 1997,media/KamparK_3_25.jpg,media/KamparK_2_25.jpg,media/KamparK_1_25.jpg,media/KamparK_4_25.jpg
26,KK0030DS,Kolek,Eugenia spp,Pohon Muda,icon/young_tree.svg,Least Concern,29,12,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.218501,101.0074819,294.2153928,"1,48",-,-,-,Andrio Saputra,10/2/21 13:54,50000,"929,45",-,Chave et al. 2014,media/KamparK_3_26.jpg,media/KamparK_2_26.jpg,media/KamparK_1_26.jpg,media/KamparK_4_26.jpg
27,KK0031DS,Kolek,Eugenia spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,58,26,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2185456,101.0076234,277.4747943,"1,47",-,-,-,Andrio Saputra,10/2/21 14:02,200000,"7648,35",-,Chave et al. 2014,media/KamparK_3_27.jpg,media/KamparK_2_27.jpg,media/KamparK_1_27.jpg,media/KamparK_4_27.jpg
28,KK0032DS,Pisang Pisang,Kandelia candel,Pohon Muda,icon/young_tree.svg,Least Concern,33,16,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2183967,101.0074217,274.3685054,"1,49",-,-,-,Andrio Saputra,10/2/21 14:13,50000,"1095,19",-,Chave et al. 2014,media/KamparK_3_28.jpg,media/KamparK_2_28.jpg,media/KamparK_1_28.jpg,media/KamparK_4_28.jpg
29,KK0033DS,Kembang Semangkok,Scaphium macropodum,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,24,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2183579,101.007062,202.4096343,"1,49",-,-,-,Andrio Saputra,10/2/21 14:27,200000,"3984,63",-,Chave et al. 2014,media/KamparK_3_29.jpg,media/KamparK_2_29.jpg,media/KamparK_1_29.jpg,media/KamparK_4_29.jpg
30,KK0034DS,Baniawan,-,Pohon Muda,icon/young_tree.svg,-,28,15,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu ,0.2184745,101.0072612,206.4341736,"1,48",-,-,-,Andrio Saputra,10/2/21 14:40,50000,"1184,04",-,Brown. 1997,media/KamparK_3_30.jpg,media/KamparK_2_30.jpg,media/KamparK_1_30.jpg,media/KamparK_4_30.jpg
31,KK0035DS,Meranti,Shorea spp,Pohon Muda,icon/young_tree.svg,-,29,12,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2183831,101.0074065,217.529374,"1,49",-,-,-,Andrio Saputra,10/2/21 14:50,50000,"766,63",-,Chave et al. 2014,media/KamparK_3_31.jpg,media/KamparK_2_31.jpg,media/KamparK_1_31.jpg,media/KamparK_4_31.jpg
32,KK0036DS,Torok,Artocarpus elasticus,Pohon Dewasa,icon/mature_tree.svg,Least Concern,46,12,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.21838,101.007345,216.0427999,"1,49",-,-,-,Andrio Saputra,10/2/21 13:58,200000,"1438,05",-,Chave et al. 2014,media/KamparK_3_32.jpg,media/KamparK_2_32.jpg,media/KamparK_1_32.jpg,media/KamparK_4_32.jpg
33,KK0037DS,Meranti Malapari,Shorea parvifolia,Pohon Muda,icon/young_tree.svg,Least Concern,32,14,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2185168,101.0073325,206.8712098,"1,48",-,-,-,Andrio Saputra,10/2/21 15:04,50000,"933,47",-,Chave et al. 2014,media/KamparK_3_33.jpg,media/KamparK_2_33.jpg,media/KamparK_1_33.jpg,media/KamparK_4_33.jpg
34,KK0038DS,Sendok Sendok,Endospermum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,61,24,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2184512,101.0074794,248.9201276,"1,48",-,-,-,Andrio Saputra,10/2/21 15:06,200000,"3968,64",-,Chave et al. 2014,media/KamparK_3_34.jpg,media/KamparK_2_34.jpg,media/KamparK_1_34.jpg,media/KamparK_4_34.jpg
35,KK0039DS,Jelutung,Dyera spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,44,24,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2183645,101.0074998,207.8775795,"1,49",-,-,-,Andrio Saputra,10/2/21 15:15,200000,"2337,62",-,Chave et al. 2014,media/KamparK_3_35.jpg,media/KamparK_2_35.jpg,media/KamparK_1_35.jpg,media/KamparK_4_35.jpg
36,KK0040DS,Dara Dara,Myristica iners,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,26,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182553,101.0074388,217.0617681,"1,50",-,-,-,Andrio Saputra,10/2/21 15:34,200000,"3131,37",-,Chave et al. 2014,media/KamparK_3_36.jpg,media/KamparK_2_36.jpg,media/KamparK_1_36.jpg,media/KamparK_4_36.jpg
37,KK0041DS,Terap,Artocarpus odoratissimus,Pohon Muda,icon/young_tree.svg,Near Threatened,28,15,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182187,101.0074111,199.5941175,"1,51",-,-,-,Andrio Saputra,10/2/21 15:38,50000,"758,06",-,Chave et al. 2014,media/KamparK_3_37.jpg,media/KamparK_2_37.jpg,media/KamparK_1_37.jpg,media/KamparK_4_37.jpg
38,KK0042DS,Meranti,Shorea spp,Pohon Muda,icon/young_tree.svg,-,33,20,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182947,101.0074789,215.1245115,"1,50",-,-,-,Andrio Saputra,10/2/21 15:48,50000,"1624,22",-,Chave et al. 2014,media/KamparK_3_38.jpg,media/KamparK_2_38.jpg,media/KamparK_1_38.jpg,media/KamparK_4_38.jpg
39,KK0043DS,Medang,Cinnamomum spp,Pohon Muda,icon/young_tree.svg,Least Concern,35,12,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182186,101.0073247,220.2427398,"1,51",-,-,-,Andrio Saputra,10/2/21 15:55,50000,"879,3",-,Chave et al. 2014,media/KamparK_3_39.jpg,media/KamparK_2_39.jpg,media/KamparK_1_39.jpg,media/KamparK_4_39.jpg
40,KK0044DS,Meranti,Shorea spp,Pohon Muda,icon/young_tree.svg,-,33,25,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu ,0.21815,101.0071883,213.2422668,"1,51",-,-,-,Andrio Saputra,10/2/21 16:00,50000,"2019,44",-,Chave et al. 2014,media/KamparK_3_40.jpg,media/KamparK_2_40.jpg,media/KamparK_1_40.jpg,media/KamparK_4_40.jpg
41,KK0045DS,Tungkal,Artocarpus Spp,Pohon Muda,icon/young_tree.svg,Least Concern,34,20,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2181939,101.0072141,230.1145557,"1,51",-,-,-,Andrio Saputra,10/2/21 16:06,50000,"1631,45",-,Chave et al. 2014,media/KamparK_3_41.jpg,media/KamparK_2_41.jpg,media/KamparK_1_41.jpg,media/KamparK_4_41.jpg
42,KK0046DS,Torok,Artocarpus elasticus,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48,28,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182169,101.0073021,230.7865238,"1,51",-,-,-,Andrio Saputra,10/2/21 16:09,200000,"3572,72",-,Chave et al. 2014,media/KamparK_3_42.jpg,media/KamparK_2_42.jpg,media/KamparK_1_42.jpg,media/KamparK_4_42.jpg
43,KK0023DS,Tambal,-,Pohon Muda,icon/young_tree.svg,-,34,27,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2185436,101.0072776,211.2964173,"1,47",-,-,-,Andrio Saputra,10/2/21 13:08,50000,"1935,07",-,Brown. 1997,media/KamparK_3_43.jpg,media/KamparK_2_43.jpg,media/KamparK_1_43.jpg,media/KamparK_4_43.jpg
44,KK0048DS,Pening Pening,Quercus spp,Pohon Muda,icon/young_tree.svg,Least Concern,33,20,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2183276,101.0075698,212.8353473,"1,50",-,-,-,Willy Effendi,10/3/21 11:30,50000,"1842,2",-,Chave et al. 2014,media/KamparK_3_44.jpg,media/KamparK_2_44.jpg,media/KamparK_1_44.jpg,media/KamparK_4_44.jpg
45,KK0052DS,Torok,Artocarpus elasticus,Pohon Dewasa,icon/mature_tree.svg,Least Concern,51,27,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2181776,101.0074712,226.2648007,"1,51",-,-,-,Willy Effendi,10/3/21 11:56,200000,"3881,31",-,Chave et al. 2014,media/KamparK_3_45.jpg,media/KamparK_2_45.jpg,media/KamparK_1_45.jpg,media/KamparK_4_45.jpg
46,KK0049DS,Torok,Artocarpus elasticus,Pohon Muda,icon/young_tree.svg,Least Concern,35,25,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182646,101.0075558,228.7261647,"1,50",-,-,-,Willy Effendi,10/3/21 11:36,50000,"1726,64",-,Chave et al. 2014,media/KamparK_3_46.jpg,media/KamparK_2_46.jpg,media/KamparK_1_46.jpg,media/KamparK_4_46.jpg
47,KK0053DS,Durian,Durio carinatus,Pohon Muda,icon/young_tree.svg,Near Threatened,32,8,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2180945,101.0074848,189.9536454,"1,52",-,-,-,Willy Effendi,10/3/21 12:02,50000,"536,65",-,Chave et al. 2014,media/KamparK_3_47.jpg,media/KamparK_2_47.jpg,media/KamparK_1_47.jpg,media/KamparK_4_47.jpg
48,KK0057DS,Petatal,Ochanostachys amentaceae,Pohon Muda,icon/young_tree.svg,Data Deficient,29,13,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2180588,101.0077321,165.8825495,"1,53",-,-,-,Willy Effendi,10/3/21 12:19,50000,"1139,23",-,Chave et al. 2014,media/KamparK_3_48.jpg,media/KamparK_2_48.jpg,media/KamparK_1_48.jpg,media/KamparK_4_48.jpg
49,KK0047DS,Meranti,Shorea spp,Pohon Muda,icon/young_tree.svg,-,25,12,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.218351,101.0077799,233.1792029,"1,50",-,-,-,Willy Effendi,10/3/21 11:20,50000,"573,8",-,Chave et al. 2014,media/KamparK_3_49.jpg,media/KamparK_2_49.jpg,media/KamparK_1_49.jpg,media/KamparK_4_49.jpg
50,KK0060DS,Sendok Sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Least Concern,33,9,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2184211,101.0074945,196.252448,"1,49",-,-,-,Willy Effendi,10/3/21 12:29,50000,"459,27",-,Chave et al. 2014,media/KamparK_3_50.jpg,media/KamparK_2_50.jpg,media/KamparK_1_50.jpg,media/KamparK_4_50.jpg
51,KK0062DS,Meranti Kapur,Dryobalanops camphora,Pohon Muda,icon/young_tree.svg,Critically Endangered,26,13,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182375,101.0075178,183.9210238,"1,51",-,-,-,Willy Effendi,10/3/21 12:35,50000,"786,8",-,Chave et al. 2014,media/KamparK_3_51.jpg,media/KamparK_2_51.jpg,media/KamparK_1_51.jpg,media/KamparK_4_51.jpg
52,KK0064DS,Sijangkang,Sterculia foetida ,Pohon Muda,icon/young_tree.svg,Not Evaluated,25,12,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2181822,101.0071036,186.9065155,"1,51",-,-,-,Willy Effendi,10/3/21 13:56,50000,"503,12",-,Chave et al. 2014,media/KamparK_3_52.jpg,media/KamparK_2_52.jpg,media/KamparK_1_52.jpg,media/KamparK_4_52.jpg
53,KK0067DS,Torok,Artocarpus elasticus,Pohon Muda,icon/young_tree.svg,Least Concern,33,13,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.218108,101.0074161,223.375182,"1,52",-,-,-,Willy Effendi,10/3/21 14:06,50000,"813,09",-,Chave et al. 2014,media/KamparK_3_53.jpg,media/KamparK_2_53.jpg,media/KamparK_1_53.jpg,media/KamparK_4_53.jpg
54,KK0050DS,Pening Pening,Quercus spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,30,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2184271,101.0075094,197.315781,"1,49",-,-,-,Willy Effendi,10/3/21 11:44,200000,"3983,68",-,Chave et al. 2014,media/KamparK_3_54.jpg,media/KamparK_2_54.jpg,media/KamparK_1_54.jpg,media/KamparK_4_54.jpg
55,KK0069DS,Kolek,Eugenia spp,Pohon Muda,icon/young_tree.svg,Least Concern,31,15,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2183511,101.0073822,241.6562513,"1,49",-,-,-,Willy Effendi,10/3/21 14:12,50000,"1316,27",-,Chave et al. 2014,media/KamparK_3_55.jpg,media/KamparK_2_55.jpg,media/KamparK_1_55.jpg,media/KamparK_4_55.jpg
56,KK0071DS,Medang,Cinnamomum spp,Pohon Muda,icon/young_tree.svg,Least Concern,32,18,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182844,101.007498,250.4373779,"1,50",-,-,-,Willy Effendi,10/3/21 14:17,50000,"1096,56",-,Chave et al. 2014,media/KamparK_3_56.jpg,media/KamparK_2_56.jpg,media/KamparK_1_56.jpg,media/KamparK_4_56.jpg
57,KK0051DS,Pening Pening,Quercus spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,30,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2184062,101.0078066,249.0040236,"1,49",-,-,-,Willy Effendi,10/3/21 11:50,200000,"3983,68",-,Chave et al. 2014,media/KamparK_3_57.jpg,media/KamparK_2_57.jpg,media/KamparK_1_57.jpg,media/KamparK_4_57.jpg
58,KK0073DS,Tulang Tiga,-,Pohon Muda,icon/young_tree.svg,-,36,18,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182444,101.0073785,249.6919317,"1,51",-,-,-,Willy Effendi,10/3/21 14:23,50000,"2236,15",-,Brown. 1997,media/KamparK_3_58.jpg,media/KamparK_2_58.jpg,media/KamparK_1_58.jpg,media/KamparK_4_58.jpg
59,KK0075DS,Keranji,Dialium spp,Pohon Muda,icon/young_tree.svg,-,38,20,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2182663,101.0075533,241.2030294,"1,50",-,-,-,Willy Effendi,10/3/21 14:28,50000,"3172,6",-,Chave et al. 2014,media/KamparK_3_59.jpg,media/KamparK_2_59.jpg,media/KamparK_1_59.jpg,media/KamparK_4_59.jpg
60,KK0052DS,Dara Dara,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,32,12,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2181905,101.0076864,223.588495,"1,51",-,-,-,Willy Effendi,10/3/21 11:58,50000,"756,8",-,Chave et al. 2014,media/KamparK_3_60.jpg,media/KamparK_2_60.jpg,media/KamparK_1_60.jpg,media/KamparK_4_60.jpg
61,KK0054DS,Singkawang,Shorea spp,Pohon Dewasa,icon/mature_tree.svg,-,41,27,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.218176,101.0078445,232.5298698,"1,52",-,-,-,Willy Effendi,10/3/21 12:04,200000,"3162,59",-,Chave et al. 2014,media/KamparK_3_61.jpg,media/KamparK_2_61.jpg,media/KamparK_1_61.jpg,media/KamparK_4_61.jpg
62,KK0077DS,Ridan,Nephelium glabrum,Pohon Muda,icon/young_tree.svg,Least Concern,38,20,Hutan Kemasyarakatan Koperasi Harapan Baru,Mineral,Desa Siabu,0.2181249,101.0073851,247.0599918,"1,52",-,-,-,Willy Effendi,10/3/21 14:35,50000,"2752,91",-,Chave et al. 2014,media/KamparK_3_62.jpg,media/KamparK_2_62.jpg,media/KamparK_1_62.jpg,media/KamparK_4_62.jpg
